url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.3326247099976172, "decode_s": 22.96673716099758, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 221, "lail_tok_s": 22.293110092690277, "recipe_tok_s": 22.24956886204049, "tokens_per_chunk": 2.316742081447964, "acceptance_len": 2.327272727272727, "draft_acceptance_rate": 0.26545454545454544}
run=2 {"ttft_s": 0.4175692499993602, "decode_s": 25.325255707997712, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 244, "lail_tok_s": 20.21697257091507, "recipe_tok_s": 20.1774862963625, "tokens_per_chunk": 2.098360655737705, "acceptance_len": 2.102880658436214, "draft_acceptance_rate": 0.2205761316872428}
run=3 {"ttft_s": 0.4210787009942578, "decode_s": 20.99634450400481, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 205, "lail_tok_s": 24.38519714240457, "recipe_tok_s": 24.337569804235812, "tokens_per_chunk": 2.497560975609756, "acceptance_len": 2.5049019607843137, "draft_acceptance_rate": 0.30098039215686273}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 22.293110092690277,
  "median_recipe_tok_s": 22.24956886204049,
  "median_ttft_s": 0.4175692499993602,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.327272727272727,
  "median_draft_acceptance_rate": 0.26545454545454544
}
