url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=10 phase=lail_prose c=1
run=1 {"ttft_s": 1.257984776981175, "decode_s": 15.014307058008853, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 241, "lail_tok_s": 34.10080785092853, "recipe_tok_s": 34.034204710594686, "tokens_per_chunk": 2.12448132780083, "repeat_ratio": 0.0024096385542168677, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you optimize. In a conventional serving stack you treat cache occupancy as a tax on the memory budget you would rather spend on weights, ", "acceptance_len": 2.1291666666666664, "draft_acceptance_rate": 0.3763888888888889}
run=2 {"ttft_s": 0.31129802903160453, "decode_s": 15.15441918198485, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 244, "lail_tok_s": 33.785524463296575, "recipe_tok_s": 33.7195371108292, "tokens_per_chunk": 2.098360655737705, "repeat_ratio": 0.002403846153846154, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you are actually buying when you buy tokens. On a DGX Spark with unified memory, the boundary between \"prompt processing\" and \"generation", "acceptance_len": 2.102880658436214, "draft_acceptance_rate": 0.3676268861454047}
run=3 {"ttft_s": 0.3189771579927765, "decode_s": 15.783917140972335, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 237, "lail_tok_s": 32.43808209502925, "recipe_tok_s": 32.3747264659374, "tokens_per_chunk": 2.160337552742616, "repeat_ratio": 0.0023752969121140144, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between what the GPU owns and what the host owns is not a wall but a gradient. Pages migrate. Residency is negotiated. The allocator do", "acceptance_len": 2.165254237288136, "draft_acceptance_rate": 0.3884180790960452}
run=4 {"ttft_s": 0.30686176096787676, "decode_s": 15.092001957003959, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 242, "lail_tok_s": 33.92525401591198, "recipe_tok_s": 33.85899375416215, "tokens_per_chunk": 2.115702479338843, "repeat_ratio": 0.0024449877750611247, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you optimize. In a conventional serving stack, you treat cache occupancy as a tax on the memory budget you would otherwise spend on weigh", "acceptance_len": 2.128630705394191, "draft_acceptance_rate": 0.37621023513139695}
run=5 {"ttft_s": 0.3112189110252075, "decode_s": 16.44900719000725, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 258, "lail_tok_s": 31.126498644309628, "recipe_tok_s": 31.06570470164496, "tokens_per_chunk": 1.9844961240310077, "repeat_ratio": 0.002386634844868735, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, that product is priced in the same currency as the weights themselves: bytes of the single pool that both the model and the cache draw from. There i", "acceptance_len": 1.9961089494163424, "draft_acceptance_rate": 0.3320363164721141}
run=6 {"ttft_s": 0.3577833130257204, "decode_s": 14.415139840974007, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 231, "lail_tok_s": 35.518212493830724, "recipe_tok_s": 35.448840985053714, "tokens_per_chunk": 2.2164502164502164, "repeat_ratio": 0.00234192037470726, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, every tab that shares the same long system prompt is effectively renting the same prefill artifact \u2014 the prompt's KV states are computed once and th", "acceptance_len": 2.2217391304347824, "draft_acceptance_rate": 0.4072463768115942}
run=7 {"ttft_s": 0.3545790960197337, "decode_s": 14.846854009956587, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 229, "lail_tok_s": 34.48542025513573, "recipe_tok_s": 34.41806591869992, "tokens_per_chunk": 2.2358078602620086, "repeat_ratio": 0.0024330900243309003, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, every tab that shares the long system prompt is effectively renting the same prefill artifact \u2014 the prompt's KV states are computed once and then he", "acceptance_len": 2.245614035087719, "draft_acceptance_rate": 0.4152046783625731}
run=8 {"ttft_s": 0.42158086004201323, "decode_s": 14.859969568962697, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 236, "lail_tok_s": 34.45498307542902, "recipe_tok_s": 34.38768818660982, "tokens_per_chunk": 2.169491525423729, "repeat_ratio": 0.0023752969121140144, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, every tab that shares the same long system prompt is effectively renting the same cached prefix \u2014 the prompt tokens are decoded once, stored once, a", "acceptance_len": 2.178723404255319, "draft_acceptance_rate": 0.39290780141843973}
run=9 {"ttft_s": 0.31154417898505926, "decode_s": 14.553900267987046, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 228, "lail_tok_s": 35.17957321215139, "recipe_tok_s": 35.1108631082214, "tokens_per_chunk": 2.245614035087719, "repeat_ratio": 0.002347417840375587, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, every tab that shares the same long system prompt is effectively renting the same prefix state \u2014 and the rent is paid in bandwidth, not in dollars. ", "acceptance_len": 2.2643171806167404, "draft_acceptance_rate": 0.42143906020558003}
run=10 {"ttft_s": 0.3136562499566935, "decode_s": 15.670306337007787, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 244, "lail_tok_s": 32.673260432110055, "recipe_tok_s": 32.60944547032859, "tokens_per_chunk": 2.098360655737705, "repeat_ratio": 0.0023094688221709007, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you optimize for. In a conventional serving stack, you treat cache occupancy as a tax on the memory budget: you allocate the model weight", "acceptance_len": 2.102880658436214, "draft_acceptance_rate": 0.3676268861454047}
natural phase=lail_prose completion_tokens=512 finish_reason=length
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 10,
  "median_lail_tok_s": 34.013030933420254,
  "median_recipe_tok_s": 33.94659923237842,
  "median_ttft_s": 0.316316703974735,
  "median_completion_tokens": 512.0,
  "natural_completion_tokens": 512,
  "natural_finish_reason": "length",
  "post_eos_fraction": 0.0,
  "median_acceptance_len": 2.147210451977401,
  "median_draft_acceptance_rate": 0.38240348399246704
}
