url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.6422508440009551, "decode_s": 22.469698734999838, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 218, "lail_tok_s": 22.786242309625862, "recipe_tok_s": 22.741737930114873, "tokens_per_chunk": 2.3486238532110093, "acceptance_len": 2.359447004608295, "draft_acceptance_rate": 0.271889400921659}
run=2 {"ttft_s": 0.4101102630011155, "decode_s": 21.815948980998655, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 214, "lail_tok_s": 23.469068452898558, "recipe_tok_s": 23.423230428576492, "tokens_per_chunk": 2.392523364485981, "acceptance_len": 2.403755868544601, "draft_acceptance_rate": 0.28075117370892017}
run=3 {"ttft_s": 0.40907350500128814, "decode_s": 25.552310103998025, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 247, "lail_tok_s": 20.03732726771699, "recipe_tok_s": 19.99819186289723, "tokens_per_chunk": 2.0728744939271255, "acceptance_len": 2.08130081300813, "draft_acceptance_rate": 0.216260162601626}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 22.786242309625862,
  "median_recipe_tok_s": 22.741737930114873,
  "median_ttft_s": 0.4101102630011155,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.359447004608295,
  "median_draft_acceptance_rate": 0.271889400921659
}
