url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.6702855109979282, "decode_s": 22.66493819199968, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 217, "lail_tok_s": 22.58995791926434, "recipe_tok_s": 22.545836907703276, "tokens_per_chunk": 2.359447004608295, "acceptance_len": 2.375, "draft_acceptance_rate": 0.275}
run=2 {"ttft_s": 0.3287906240002485, "decode_s": 23.352863076994254, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 223, "lail_tok_s": 21.92450657171838, "recipe_tok_s": 21.88168526982049, "tokens_per_chunk": 2.295964125560538, "acceptance_len": 2.3108108108108105, "draft_acceptance_rate": 0.26216216216216215}
run=3 {"ttft_s": 0.4203166200022679, "decode_s": 24.127736821996223, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 232, "lail_tok_s": 21.220390614225845, "recipe_tok_s": 21.178944538807436, "tokens_per_chunk": 2.206896551724138, "acceptance_len": 2.220779220779221, "draft_acceptance_rate": 0.24415584415584415}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 21.92450657171838,
  "median_recipe_tok_s": 21.88168526982049,
  "median_ttft_s": 0.4203166200022679,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.3108108108108105,
  "median_draft_acceptance_rate": 0.26216216216216215
}
