url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=10 phase=lail_prose c=1
run=1 {"ttft_s": 1.2146156129892915, "decode_s": 15.59551175602246, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 251, "lail_tok_s": 32.82995826041315, "recipe_tok_s": 32.76583724818578, "tokens_per_chunk": 2.039840637450199, "repeat_ratio": 0.0023584905660377358, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you optimize. In a conventional serving stack, you treat cache occupancy as a tax on throughput: you want it small, you want it evicted f", "acceptance_len": 2.048, "draft_acceptance_rate": 0.34933333333333333}
run=2 {"ttft_s": 0.30514483695151284, "decode_s": 17.071162174048368, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 245, "lail_tok_s": 29.992099821905736, "recipe_tok_s": 29.933521501941076, "tokens_per_chunk": 2.089795918367347, "repeat_ratio": 0.002403846153846154, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark, the unified memory means the same physical pages back both the resident weights and the growing per-session KV state, so the allocator's job is not to find free space b", "acceptance_len": 2.1024590163934427, "draft_acceptance_rate": 0.3674863387978142}
run=3 {"ttft_s": 0.3536084130173549, "decode_s": 16.12413094198564, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 259, "lail_tok_s": 31.753649349671473, "recipe_tok_s": 31.691630503285396, "tokens_per_chunk": 1.9768339768339769, "repeat_ratio": 0.0024449877750611247, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between what the GPU owns and what the host owns is not a wall but a gradient. Pages migrate. Residency sets drift. The allocator that ", "acceptance_len": 1.9806201550387597, "draft_acceptance_rate": 0.3268733850129199}
run=4 {"ttft_s": 0.31513265799731016, "decode_s": 15.517427181999665, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 245, "lail_tok_s": 32.99516047311786, "recipe_tok_s": 32.9307168003188, "tokens_per_chunk": 2.089795918367347, "repeat_ratio": 0.002398081534772182, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"what the model knows\" and \"what the machine holds\" dissolves into a single pool that both the prompt and the cache draw from. ", "acceptance_len": 2.0942622950819674, "draft_acceptance_rate": 0.36475409836065575}
run=5 {"ttft_s": 0.366677284007892, "decode_s": 16.19974056596402, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 260, "lail_tok_s": 31.605444415308863, "recipe_tok_s": 31.543715031685213, "tokens_per_chunk": 1.9692307692307693, "repeat_ratio": 0.0024271844660194173, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"resident\" and \"spilled\" is not a cliff but a gradient, and the agent's felt latency is the integral of that gradient over the ", "acceptance_len": 1.9768339768339769, "draft_acceptance_rate": 0.3256113256113256}
run=6 {"ttft_s": 0.3573584429686889, "decode_s": 16.000160950992722, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 255, "lail_tok_s": 31.999678101252677, "recipe_tok_s": 31.93717872996117, "tokens_per_chunk": 2.007843137254902, "repeat_ratio": 0.0024449877750611247, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the distinction collapses: the same physical pages that hold the system prompt's attention state are the pages that hold the agent's scratchpad, its", "acceptance_len": 2.0118110236220472, "draft_acceptance_rate": 0.33727034120734906}
run=7 {"ttft_s": 0.3576930370181799, "decode_s": 14.662158323975746, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 234, "lail_tok_s": 34.91982480933732, "recipe_tok_s": 34.85162202650659, "tokens_per_chunk": 2.1880341880341883, "repeat_ratio": 0.0024330900243309003, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"what the model needs\" and \"what the scheduler wants\" collapses into a single pool, and the accounting that follows is not the ", "acceptance_len": 2.183760683760684, "draft_acceptance_rate": 0.3945868945868946}
run=8 {"ttft_s": 0.3121169729856774, "decode_s": 15.251852708985098, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 244, "lail_tok_s": 33.569692139655466, "recipe_tok_s": 33.5041263346952, "tokens_per_chunk": 2.098360655737705, "repeat_ratio": 0.0024875621890547263, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"resident\" and \"spilled\" is not a cliff but a gradient, and the agent's felt latency is the integral of that gradient over the ", "acceptance_len": 2.102880658436214, "draft_acceptance_rate": 0.3676268861454047}
run=9 {"ttft_s": 0.3554019599687308, "decode_s": 15.972117658006027, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 255, "lail_tok_s": 32.05586203175506, "recipe_tok_s": 31.99325292622429, "tokens_per_chunk": 2.007843137254902, "repeat_ratio": 0.0023148148148148147, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you optimize. In a conventional serving stack, you treat cache occupancy as a tax on the memory budget you already spent on weights, acti", "acceptance_len": 2.0118110236220472, "draft_acceptance_rate": 0.33727034120734906}
run=10 {"ttft_s": 0.3054715809994377, "decode_s": 13.935054693021812, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 223, "lail_tok_s": 36.74187229824019, "recipe_tok_s": 36.67011082890769, "tokens_per_chunk": 2.295964125560538, "repeat_ratio": 0.002403846153846154, "collapsed": false, "preview": "Decode throughput and time-to-first-token feel different when a coding agent shares a long system prompt across tabs on a DGX Spark with unified memory. The KV cache is the product, not a leftover after util. It is the artifact the agent is", "acceptance_len": 2.301801801801802, "draft_acceptance_rate": 0.4339339339339339}
natural phase=lail_prose completion_tokens=512 finish_reason=length
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 10,
  "median_lail_tok_s": 32.4429101460841,
  "median_recipe_tok_s": 32.37954508720504,
  "median_ttft_s": 0.35450518649304286,
  "median_completion_tokens": 512.0,
  "natural_completion_tokens": 512,
  "natural_finish_reason": "length",
  "post_eos_fraction": 0.0,
  "median_acceptance_len": 2.0711311475409837,
  "median_draft_acceptance_rate": 0.35704371584699457
}
