url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.6086244879988953, "decode_s": 30.758999114041217, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 216, "lail_tok_s": 16.64553511971319, "recipe_tok_s": 16.613024308932502, "tokens_per_chunk": 2.3703703703703702, "acceptance_len": 2.376744186046512, "draft_acceptance_rate": 0.2753488372093023}
run=2 {"ttft_s": 0.44154952105600387, "decode_s": 33.89012894895859, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 239, "lail_tok_s": 15.107643903365355, "recipe_tok_s": 15.078136786366596, "tokens_per_chunk": 2.1422594142259412, "acceptance_len": 2.1512605042016806, "draft_acceptance_rate": 0.23025210084033612}
run=3 {"ttft_s": 0.3255196009995416, "decode_s": 31.887691768002696, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 225, "lail_tok_s": 16.056351890410582, "recipe_tok_s": 16.024991828124623, "tokens_per_chunk": 2.2755555555555556, "acceptance_len": 2.2857142857142856, "draft_acceptance_rate": 0.2571428571428571}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 16.056351890410582,
  "median_recipe_tok_s": 16.024991828124623,
  "median_ttft_s": 0.44154952105600387,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.2857142857142856,
  "median_draft_acceptance_rate": 0.2571428571428571
}
