url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.6400591200217605, "decode_s": 32.852365345926955, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 211, "lail_tok_s": 15.584874775644668, "recipe_tok_s": 15.554435567098487, "tokens_per_chunk": 2.4265402843601898, "acceptance_len": 2.4523809523809526, "draft_acceptance_rate": 0.2904761904761905}
run=2 {"ttft_s": 0.48116525600198656, "decode_s": 35.283213790971786, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 227, "lail_tok_s": 14.511149778850637, "recipe_tok_s": 14.48280768943882, "tokens_per_chunk": 2.2555066079295156, "acceptance_len": 2.2610619469026547, "draft_acceptance_rate": 0.252212389380531}
run=3 {"ttft_s": 0.3319384610513225, "decode_s": 35.11430871998891, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 226, "lail_tok_s": 14.580950577236985, "recipe_tok_s": 14.552472158140818, "tokens_per_chunk": 2.265486725663717, "acceptance_len": 2.271111111111111, "draft_acceptance_rate": 0.25422222222222224}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 14.580950577236985,
  "median_recipe_tok_s": 14.552472158140818,
  "median_ttft_s": 0.48116525600198656,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.271111111111111,
  "median_draft_acceptance_rate": 0.25422222222222224
}
