url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.6178662920137867, "decode_s": 33.32399968802929, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 232, "lail_tok_s": 15.36430214839792, "recipe_tok_s": 15.33429374576433, "tokens_per_chunk": 2.206896551724138, "acceptance_len": 2.225108225108225, "draft_acceptance_rate": 0.24502164502164503}
run=2 {"ttft_s": 0.4018949009478092, "decode_s": 30.72802528599277, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 220, "lail_tok_s": 16.66231380749979, "recipe_tok_s": 16.629770225844517, "tokens_per_chunk": 2.327272727272727, "acceptance_len": 2.3378995433789953, "draft_acceptance_rate": 0.26757990867579906}
run=3 {"ttft_s": 0.4644726869883016, "decode_s": 31.314349632011726, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 222, "lail_tok_s": 16.350331589725805, "recipe_tok_s": 16.318397348339623, "tokens_per_chunk": 2.3063063063063063, "acceptance_len": 2.3122171945701355, "draft_acceptance_rate": 0.26244343891402716}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 16.350331589725805,
  "median_recipe_tok_s": 16.318397348339623,
  "median_ttft_s": 0.4644726869883016,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.3122171945701355,
  "median_draft_acceptance_rate": 0.26244343891402716
}
