url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.6200004949932918, "decode_s": 34.147968297009356, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 231, "lail_tok_s": 14.993571375806871, "recipe_tok_s": 14.964287056713498, "tokens_per_chunk": 2.2164502164502164, "acceptance_len": 2.226086956521739, "draft_acceptance_rate": 0.24521739130434783}
run=2 {"ttft_s": 0.4520631550112739, "decode_s": 32.62962711905129, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 227, "lail_tok_s": 15.691261139207478, "recipe_tok_s": 15.660614144794962, "tokens_per_chunk": 2.2555066079295156, "acceptance_len": 2.265486725663717, "draft_acceptance_rate": 0.25309734513274335}
run=3 {"ttft_s": 0.33494765497744083, "decode_s": 30.100481115980074, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 212, "lail_tok_s": 17.009694895812938, "recipe_tok_s": 16.976472835469554, "tokens_per_chunk": 2.4150943396226414, "acceptance_len": 2.410377358490566, "draft_acceptance_rate": 0.2820754716981132}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 15.691261139207478,
  "median_recipe_tok_s": 15.660614144794962,
  "median_ttft_s": 0.4520631550112739,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.265486725663717,
  "median_draft_acceptance_rate": 0.25309734513274335
}
