url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=10 phase=lail_prose c=1
run=1 {"ttft_s": 1.195991807966493, "decode_s": 15.62074136803858, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 250, "lail_tok_s": 32.77693343336426, "recipe_tok_s": 32.71291598525222, "tokens_per_chunk": 2.048, "repeat_ratio": 0.002336448598130841, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you optimize. In a conventional serving stack, you treat cache occupancy as a tax on the memory budget you already spent on weights, acti", "acceptance_len": 2.048, "draft_acceptance_rate": 0.34933333333333333}
run=2 {"ttft_s": 0.36116778501309454, "decode_s": 14.603644980001263, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 235, "lail_tok_s": 35.059740270401704, "recipe_tok_s": 34.99126421518608, "tokens_per_chunk": 2.178723404255319, "repeat_ratio": 0.002457002457002457, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark, unified memory collapses the usual hierarchy \u2014 host DRAM, device VRAM, and the cache tiers between them \u2014 into one physical pool, so the question of where the KV cache ", "acceptance_len": 2.183760683760684, "draft_acceptance_rate": 0.3945868945868946}
run=3 {"ttft_s": 0.30888602801132947, "decode_s": 14.897221004008316, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 239, "lail_tok_s": 34.36882623022367, "recipe_tok_s": 34.30169961649276, "tokens_per_chunk": 2.1422594142259412, "repeat_ratio": 0.002320185614849188, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between what the GPU owns and what the host owns is not a wall but a gradient. Pages migrate. Residency is negotiated. The allocator do", "acceptance_len": 2.1470588235294117, "draft_acceptance_rate": 0.38235294117647056}
run=4 {"ttft_s": 0.31527067202841863, "decode_s": 15.718246140982956, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 252, "lail_tok_s": 32.573608747927494, "recipe_tok_s": 32.5099884183417, "tokens_per_chunk": 2.0317460317460316, "repeat_ratio": 0.0022727272727272726, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"what the model knows\" and \"what the model has already computed\" dissolves into a single pool that every tab draws from. A long", "acceptance_len": 2.0358565737051793, "draft_acceptance_rate": 0.3452855245683931}
run=5 {"ttft_s": 0.31288037600461394, "decode_s": 15.192714873992372, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 243, "lail_tok_s": 33.7003625913145, "recipe_tok_s": 33.63454157062834, "tokens_per_chunk": 2.1069958847736627, "repeat_ratio": 0.0024390243902439024, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"prefill\" and \"decode\" is not a wall but a gradient \u2014 the same physical pages hold the system prompt's attention state and the ", "acceptance_len": 2.12396694214876, "draft_acceptance_rate": 0.3746556473829201}
run=6 {"ttft_s": 0.31269720901036635, "decode_s": 15.56806396599859, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 249, "lail_tok_s": 32.887840204037765, "recipe_tok_s": 32.82360614113925, "tokens_per_chunk": 2.0562248995983934, "repeat_ratio": 0.0023584905660377358, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, every tab that shares the same long system prompt is effectively renting the same prefill artifact \u2014 the prompt's KV states are computed once and th", "acceptance_len": 2.068548387096774, "draft_acceptance_rate": 0.35618279569892475}
run=7 {"ttft_s": 0.30626203800784424, "decode_s": 14.597387208952568, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 233, "lail_tok_s": 35.07477007159135, "recipe_tok_s": 35.006264661295276, "tokens_per_chunk": 2.1974248927038627, "repeat_ratio": 0.0022988505747126436, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, every tab that shares the same long system prompt is effectively renting the same precomputed prefix from the same physical pool. That prefix is not", "acceptance_len": 2.211206896551724, "draft_acceptance_rate": 0.40373563218390807}
run=8 {"ttft_s": 0.3639168539666571, "decode_s": 15.30358863598667, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 245, "lail_tok_s": 33.45620508878699, "recipe_tok_s": 33.39086093822295, "tokens_per_chunk": 2.089795918367347, "repeat_ratio": 0.0023584905660377358, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it reorders every assumption downstream of it: what you measure, what you budget, what you throttle, and what you refuse to do even when the hardware is ", "acceptance_len": 2.1065573770491803, "draft_acceptance_rate": 0.36885245901639346}
run=9 {"ttft_s": 0.31434316700324416, "decode_s": 14.174478429020382, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 225, "lail_tok_s": 36.12125853969676, "recipe_tok_s": 36.050709206611415, "tokens_per_chunk": 2.2755555555555556, "repeat_ratio": 0.0022935779816513763, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, every tab that shares the same long system prompt is effectively renting the same prefill artifact, and the economics of that rental are what determ", "acceptance_len": 2.271111111111111, "draft_acceptance_rate": 0.4237037037037037}
run=10 {"ttft_s": 0.3693494320032187, "decode_s": 14.512630187964533, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 231, "lail_tok_s": 35.27961460939083, "recipe_tok_s": 35.21070911210687, "tokens_per_chunk": 2.2164502164502164, "repeat_ratio": 0.002352941176470588, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"prompt processing\" and \"generation\" is not a wall but a gradient \u2014 the same physical pages that hold the system prompt's encod", "acceptance_len": 2.226086956521739, "draft_acceptance_rate": 0.40869565217391307}
natural phase=lail_prose completion_tokens=512 finish_reason=length
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 10,
  "median_lail_tok_s": 34.03459441076909,
  "median_recipe_tok_s": 33.968120593560556,
  "median_ttft_s": 0.3148069195158314,
  "median_completion_tokens": 512.0,
  "natural_completion_tokens": 512,
  "natural_finish_reason": "length",
  "post_eos_fraction": 0.0,
  "median_acceptance_len": 2.1355128828390857,
  "median_draft_acceptance_rate": 0.37850429427969534
}
