url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.32934952499635983, "decode_s": 22.789166129005025, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 221, "lail_tok_s": 22.46681590285787, "recipe_tok_s": 22.4229354030476, "tokens_per_chunk": 2.316742081447964, "acceptance_len": 2.327272727272727, "draft_acceptance_rate": 0.26545454545454544}
run=2 {"ttft_s": 0.4153789880001568, "decode_s": 23.247586500998295, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 223, "lail_tok_s": 22.023791587054156, "recipe_tok_s": 21.98077636911069, "tokens_per_chunk": 2.295964125560538, "acceptance_len": 2.3063063063063063, "draft_acceptance_rate": 0.26126126126126126}
run=3 {"ttft_s": 0.433004462000099, "decode_s": 23.37467263799772, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 221, "lail_tok_s": 21.904050077163266, "recipe_tok_s": 21.861268729356304, "tokens_per_chunk": 2.316742081447964, "acceptance_len": 2.3227272727272728, "draft_acceptance_rate": 0.26454545454545453}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 22.023791587054156,
  "median_recipe_tok_s": 21.98077636911069,
  "median_ttft_s": 0.4153789880001568,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.3227272727272728,
  "median_draft_acceptance_rate": 0.26454545454545453
}
