url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.3533398359995772, "decode_s": 25.653999128000578, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 241, "lail_tok_s": 19.957901980325836, "recipe_tok_s": 19.918921703020512, "tokens_per_chunk": 2.12448132780083, "acceptance_len": 2.1333333333333333, "draft_acceptance_rate": 0.22666666666666666}
run=2 {"ttft_s": 0.4172440540005482, "decode_s": 23.76031706699996, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 225, "lail_tok_s": 21.54853399288608, "recipe_tok_s": 21.506447012431227, "tokens_per_chunk": 2.2755555555555556, "acceptance_len": 2.294642857142857, "draft_acceptance_rate": 0.25892857142857145}
run=3 {"ttft_s": 0.428749974999846, "decode_s": 22.646663089999493, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 222, "lail_tok_s": 22.60818726208248, "recipe_tok_s": 22.564030646336224, "tokens_per_chunk": 2.3063063063063063, "acceptance_len": 2.3122171945701355, "draft_acceptance_rate": 0.26244343891402716}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 21.54853399288608,
  "median_recipe_tok_s": 21.506447012431227,
  "median_ttft_s": 0.4172440540005482,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.294642857142857,
  "median_draft_acceptance_rate": 0.25892857142857145
}
