url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.6950729889995273, "decode_s": 21.794478351999715, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 250, "lail_tok_s": 23.492188788864603, "recipe_tok_s": 23.446305607636354, "tokens_per_chunk": 2.048, "acceptance_len": 2.0522088353413652, "draft_acceptance_rate": 0.5261044176706827}
run=2 {"ttft_s": 0.3326898489995074, "decode_s": 22.411778146999495, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 262, "lail_tok_s": 22.84513065593356, "recipe_tok_s": 22.80051126012119, "tokens_per_chunk": 1.9541984732824427, "acceptance_len": 1.9578544061302683, "draft_acceptance_rate": 0.4789272030651341}
run=3 {"ttft_s": 0.4060795080004027, "decode_s": 22.09928816000138, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 263, "lail_tok_s": 23.168167060090866, "recipe_tok_s": 23.122916733801624, "tokens_per_chunk": 1.946768060836502, "acceptance_len": 1.954198473282443, "draft_acceptance_rate": 0.4770992366412214}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 23.168167060090866,
  "median_recipe_tok_s": 23.122916733801624,
  "median_ttft_s": 0.4060795080004027,
  "median_completion_tokens": 512,
  "median_acceptance_len": 1.9578544061302683,
  "median_draft_acceptance_rate": 0.4789272030651341
}
