url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=3 phase=lail_prose c=1
run=1 {"ttft_s": 0.5102303700004995, "decode_s": 24.070160572999157, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 246, "lail_tok_s": 21.271150163175022, "recipe_tok_s": 21.22960494801257, "tokens_per_chunk": 2.0813008130081303, "acceptance_len": 2.093877551020408, "draft_acceptance_rate": 0.21877551020408162}
run=2 {"ttft_s": 0.3357957690004696, "decode_s": 23.421921761000704, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 249, "lail_tok_s": 21.859862961907734, "recipe_tok_s": 21.817167917060257, "tokens_per_chunk": 2.0562248995983934, "acceptance_len": 2.060483870967742, "draft_acceptance_rate": 0.2120967741935484}
run=3 {"ttft_s": 0.4253924439999537, "decode_s": 22.957371076001436, "prompt_tokens": 61, "completion_tokens": 512, "chunks": 253, "lail_tok_s": 22.30220517432072, "recipe_tok_s": 22.258646179839623, "tokens_per_chunk": 2.0237154150197627, "acceptance_len": 2.0317460317460316, "draft_acceptance_rate": 0.20634920634920634}
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 3,
  "median_lail_tok_s": 21.859862961907734,
  "median_recipe_tok_s": 21.817167917060257,
  "median_ttft_s": 0.4253924439999537,
  "median_completion_tokens": 512,
  "median_acceptance_len": 2.060483870967742,
  "median_draft_acceptance_rate": 0.2120967741935484
}
