url=http://127.0.0.1:8000/v1/chat/completions model=deepseek-ai/DeepSeek-V4.1-Flash max_tokens=512 temperature=0.2 runs=10 phase=lail_prose c=1
run=1 {"ttft_s": 1.199515871994663, "decode_s": 14.32776096696034, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 230, "lail_tok_s": 35.73482285059517, "recipe_tok_s": 35.665028274715105, "tokens_per_chunk": 2.226086956521739, "repeat_ratio": 0.002352941176470588, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you optimize. In a conventional serving stack, you treat cache occupancy as a tax on the memory budget you already spent on weights, acti", "acceptance_len": 2.2314410480349345, "draft_acceptance_rate": 0.4104803493449782}
run=2 {"ttft_s": 0.36968061595689505, "decode_s": 14.426138439041097, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 229, "lail_tok_s": 35.49113313749903, "recipe_tok_s": 35.42181451808985, "tokens_per_chunk": 2.2358078602620086, "repeat_ratio": 0.002336448598130841, "collapsed": false, "preview": "Decode throughput and time-to-first-token feel different when a coding agent shares a long system prompt across tabs on a DGX Spark with unified memory. The KV cache is the product, not a leftover after util. It is the artifact that makes t", "acceptance_len": 2.245614035087719, "draft_acceptance_rate": 0.4152046783625731}
run=3 {"ttft_s": 0.30595233204076067, "decode_s": 15.065830315987114, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 240, "lail_tok_s": 33.98418734722446, "recipe_tok_s": 33.917811981311914, "tokens_per_chunk": 2.1333333333333333, "repeat_ratio": 0.002386634844868735, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between what the GPU owns and what the host owns is not a wall but a gradient. Pages migrate. Residency is negotiated. The allocator do", "acceptance_len": 2.1380753138075317, "draft_acceptance_rate": 0.3793584379358438}
run=4 {"ttft_s": 0.3691694930312224, "decode_s": 16.71258691395633, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 267, "lail_tok_s": 30.635592361374023, "recipe_tok_s": 30.575757220043215, "tokens_per_chunk": 1.9176029962546817, "repeat_ratio": 0.0024509803921568627, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark, unified memory collapses the usual hierarchy \u2014 host DRAM, device VRAM, and the cache tiers between them \u2014 into one physical pool. That changes what \"sharing\" means. Whe", "acceptance_len": 1.9210526315789473, "draft_acceptance_rate": 0.30701754385964913}
run=5 {"ttft_s": 0.31375815003411844, "decode_s": 13.86546375398757, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 220, "lail_tok_s": 36.926280222885, "recipe_tok_s": 36.85415858182468, "tokens_per_chunk": 2.327272727272727, "repeat_ratio": 0.002325581395348837, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. That inversion matters because it changes what you are actually buying when you buy tokens. On a DGX Spark with unified memory, the boundary between \"prompt processing\" and \"generation", "acceptance_len": 2.333333333333333, "draft_acceptance_rate": 0.4444444444444444}
run=6 {"ttft_s": 0.36184978694655, "decode_s": 14.304387406038586, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 227, "lail_tok_s": 35.79321403053301, "recipe_tok_s": 35.72330540937963, "tokens_per_chunk": 2.2555066079295156, "repeat_ratio": 0.005037783375314861, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"what the model knows\" and \"what the model has already computed\" dissolves into a single addressable pool, and the economics of", "acceptance_len": 2.265486725663717, "draft_acceptance_rate": 0.4218289085545723}
run=7 {"ttft_s": 0.3647248199558817, "decode_s": 14.783546330989338, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 235, "lail_tok_s": 34.63309740009697, "recipe_tok_s": 34.56545463173741, "tokens_per_chunk": 2.178723404255319, "repeat_ratio": 0.0023752969121140144, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On unified memory, every tab's resident prefix is a first-class allocation, and the scheduler's job is to keep those allocations live across the whole session rather than let them deca", "acceptance_len": 2.1923076923076925, "draft_acceptance_rate": 0.3974358974358974}
run=8 {"ttft_s": 0.35553301201434806, "decode_s": 14.914613563974854, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 236, "lail_tok_s": 34.32874729229982, "recipe_tok_s": 34.26169895774455, "tokens_per_chunk": 2.169491525423729, "repeat_ratio": 0.002336448598130841, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"resident\" and \"paged\" is not a hardware cliff but a scheduling surface \u2014 the same physical pages back both the prompt prefix a", "acceptance_len": 2.174468085106383, "draft_acceptance_rate": 0.39148936170212767}
run=9 {"ttft_s": 0.3678619339480065, "decode_s": 15.80206476803869, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 249, "lail_tok_s": 32.40082910149647, "recipe_tok_s": 32.33754623215761, "tokens_per_chunk": 2.0562248995983934, "repeat_ratio": 0.0023584905660377358, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between what the GPU owns and what the host owns is not a wall but a gradient. Pages migrate. Residency sets drift. The allocator that ", "acceptance_len": 2.060483870967742, "draft_acceptance_rate": 0.353494623655914}
run=10 {"ttft_s": 0.3074459980125539, "decode_s": 15.259773786994629, "prompt_tokens": 61, "completion_tokens": 512, "finish_reason": "length", "chunks": 241, "lail_tok_s": 33.552266707672935, "recipe_tok_s": 33.48673493675951, "tokens_per_chunk": 2.12448132780083, "repeat_ratio": 0.002386634844868735, "collapsed": false, "preview": "The KV cache is the product, not a leftover after util. On a DGX Spark with unified memory, the boundary between \"prompt processing\" and \"generation\" is not a wall but a gradient \u2014 the same physical pages hold the system prompt's encoded st", "acceptance_len": 2.1291666666666664, "draft_acceptance_rate": 0.3763888888888889}
natural phase=lail_prose completion_tokens=512 finish_reason=length
SUMMARY {
  "phase": "lail_prose",
  "concurrency": 1,
  "max_tokens": 512,
  "temperature": 0.2,
  "n": 10,
  "median_lail_tok_s": 34.4809223461984,
  "median_recipe_tok_s": 34.413576794740976,
  "median_ttft_s": 0.36328730345121585,
  "median_completion_tokens": 512.0,
  "natural_completion_tokens": 512,
  "natural_finish_reason": "length",
  "post_eos_fraction": 0.0,
  "median_acceptance_len": 2.1833878887070375,
  "median_draft_acceptance_rate": 0.39446262956901257
}
